mean,max,min
189.4,283,87
249.0,306,114
211.4,307,99
279.6,307,257
155.0,254,109
271.2,307,237
210.0,307,109
246.0,291,132
281.0,305,259
281.8,307,261
278.0,307,258
250.2,306,110
280.6,305,260
248.0,305,121
250.8,306,110
281.4,307,257
237.4,290,90
280.4,307,258
282.4,307,261
280.8,303,260
246.8,306,112
280.4,307,261
273.6,294,259
201.6,283,108
249.4,307,113
281.0,306,260
281.2,307,257
251.2,307,115
282.6,306,260
277.2,307,244
281.0,305,258
265.2,306,191
281.2,304,261
282.0,307,258
281.6,307,256
249.8,305,112
212.6,307,57
273.8,305,252
278.8,307,258
281.6,307,261
272.0,302,249
282.0,306,258
276.6,307,253
251.6,307,123
252.6,303,152
280.0,306,258
226.8,270,112
281.8,306,257
255.0,307,154
252.0,306,116
277.2,307,261
282.8,307,260
271.6,306,243
277.6,306,247
241.2,294,101
248.8,307,114
247.6,307,93
262.4,307,203
282.4,307,261
254.6,307,122
249.6,307,142
282.2,306,258
282.2,305,261
250.8,307,119
244.6,307,121
197.0,294,26
271.8,294,257
282.0,307,261
279.6,303,261
281.8,307,260
250.4,306,110
280.8,306,254
281.2,307,257
280.2,306,261
251.6,307,114
282.2,307,261
282.0,302,261
281.8,307,260
282.8,307,261
277.4,294,259
277.2,306,242
279.4,299,260
281.6,307,258
242.0,294,103
252.4,306,167
250.6,304,139
246.8,307,113
230.2,283,98
264.0,307,192
282.2,305,261
280.8,307,254
281.8,307,261
282.0,307,260
232.6,283,84
280.4,306,257
281.6,305,261
241.2,307,95
251.6,307,143
254.4,291,189
202.8,293,50
279.4,302,259
281.4,307,261
245.4,303,110
282.0,305,260
252.0,307,142
181.6,293,115
244.4,300,114
268.8,306,240
239.2,290,116
281.6,307,261
245.8,307,111
282.0,306,261
251.0,307,124
243.8,307,111
207.0,300,48
280.6,298,260
281.6,307,261
283.0,307,261
241.2,307,87
248.6,306,120
282.8,307,260
281.4,306,256
205.2,307,24
269.8,307,198
249.6,306,121
242.8,294,108
252.6,307,151
282.2,306,261
283.0,307,261
174.6,283,110
212.8,292,100
220.0,307,120
281.6,306,259
240.0,306,47
268.0,303,191
281.8,307,261
282.2,305,260
282.0,307,258
189.4,270,122
271.4,305,239
275.4,294,261
254.4,307,152
282.0,305,258
281.2,305,261
254.4,306,122
281.0,307,260
281.2,299,261
282.0,307,257
282.8,307,260
254.6,307,121
279.8,307,256
281.2,307,259
282.2,307,260
281.0,307,253
254.4,304,122
281.4,307,261
280.6,296,260
281.8,307,259
260.2,291,203
264.6,307,183
259.6,306,166
268.0,307,223
282.4,307,258
273.4,293,260
283.0,307,261
276.0,305,252
279.8,307,261
243.2,305,102
273.2,306,247
282.8,307,261
237.6,292,90
282.2,305,260
282.6,305,261
282.4,306,260
282.2,307,258
281.4,307,260
282.8,307,261
282.2,307,260
279.2,306,248
279.8,305,261
282.8,307,260
282.4,307,259
282.2,307,259
282.2,307,259
282.6,307,260
280.8,304,260
280.8,307,255
279.2,307,261
282.2,307,260
280.4,307,260
282.0,306,258
282.8,307,260
282.4,307,261
282.4,306,260
282.8,307,260
233.6,307,108
229.6,307,20
280.6,302,261
264.0,303,181
281.4,307,261
229.4,307,9
