mean,max,min
228.8,307,25
282.2,307,259
200.0,307,28
282.6,306,261
214.4,305,69
161.4,281,26
282.4,307,260
282.4,307,261
282.6,307,261
282.0,306,260
183.6,307,24
281.0,306,260
282.4,307,258
190.8,303,27
208.8,307,41
281.6,307,260
282.6,307,261
281.8,304,260
256.0,307,127
282.0,306,260
187.8,307,98
252.0,306,116
276.4,289,259
250.4,303,115
250.8,306,110
229.2,307,25
258.0,283,199
251.4,306,115
282.0,306,261
237.8,306,40
146.4,292,27
232.6,293,123
278.6,300,260
282.4,306,260
243.8,286,115
248.4,293,113
231.8,304,60
282.2,307,259
280.2,300,257
209.4,294,40
282.2,307,261
253.6,304,121
277.0,294,261
248.6,306,115
283.0,307,261
266.2,294,224
283.0,307,261
280.4,302,260
275.0,304,233
250.8,306,112
251.8,307,115
231.4,298,49
282.4,304,261
243.6,292,115
207.0,285,25
281.8,307,260
282.2,307,261
145.0,291,28
281.8,301,261
274.2,299,243
282.0,304,259
282.8,307,261
280.0,307,260
281.4,306,260
282.6,307,260
231.2,307,27
282.0,307,259
282.8,306,261
282.2,305,259
281.6,307,258
251.0,307,113
245.6,283,142
281.0,307,261
278.4,306,261
283.0,307,261
280.8,305,259
277.0,305,249
204.6,289,115
251.2,306,142
276.6,307,241
280.4,307,260
251.4,306,114
281.0,306,260
281.6,307,259
281.2,306,256
282.4,305,261
281.4,306,261
231.8,303,46
276.2,307,246
282.6,307,260
274.4,306,253
249.4,302,114
281.4,306,261
281.8,306,261
282.0,306,260
250.6,304,114
251.8,307,115
281.6,307,261
280.6,305,260
249.2,307,115
251.8,305,142
219.8,294,26
250.8,306,113
280.6,302,260
278.0,306,256
282.0,307,257
282.0,306,260
282.2,306,261
231.6,297,51
282.0,307,257
252.2,307,141
281.4,306,261
249.4,306,123
282.2,306,261
281.8,301,261
282.6,307,261
281.8,307,261
276.4,307,256
282.8,306,261
282.6,307,261
282.6,307,261
281.0,301,260
254.0,306,120
282.6,306,260
194.6,294,27
281.6,305,260
250.6,306,141
277.6,307,246
282.4,307,260
215.2,304,113
252.0,304,143
234.8,292,39
245.0,305,108
211.4,283,26
282.4,307,261
281.2,306,261
282.2,307,261
282.2,306,260
275.6,307,239
281.4,305,261
282.2,305,260
249.4,305,142
226.8,294,26
180.0,286,25
281.2,307,261
191.4,304,118
282.8,306,261
283.0,307,261
282.6,307,260
282.8,306,261
282.4,306,260
274.6,294,254
249.2,304,117
281.6,303,261
281.8,306,260
281.6,306,261
282.6,306,260
282.2,307,261
242.2,290,114
282.6,307,261
200.4,296,50
282.2,307,261
282.8,306,261
252.0,307,115
282.6,307,261
213.4,283,101
282.4,307,261
282.6,306,261
282.6,306,261
232.0,304,23
201.8,305,60
282.8,307,261
281.4,307,261
282.2,303,261
281.6,304,260
223.8,285,27
281.8,305,261
282.2,306,260
267.6,303,224
281.6,306,261
282.6,306,261
282.2,306,260
252.2,307,116
255.0,293,169
260.4,306,151
282.2,306,260
282.0,305,261
245.2,290,124
282.0,303,261
282.6,307,260
282.0,307,259
226.6,294,30
276.2,302,247
282.8,307,261
281.8,307,260
241.4,306,141
282.4,307,261
282.8,307,261
245.6,292,122
282.6,306,261
274.4,306,220
