mean,max,min
0.0,0,0
0.0,0,0
0.0,0,0
0.4,1,0
0.6,1,0
0.4,1,0
0.6,1,0
0.6,1,0
0.4,1,0
0.2,1,0
0.2,1,0
0.4,1,0
0.4,1,0
0.4,1,0
0.6,1,0
0.4,1,0
0.6,1,0
0.6,1,0
0.6,1,0
0.6,1,0
1.2,3,0
0.6,1,0
0.6,1,0
0.6,1,0
0.8,1,0
0.4,1,0
0.6,1,0
0.4,1,0
0.2,1,0
0.2,1,0
0.2,1,0
0.2,1,0
0.2,1,0
0.0,0,0
0.4,1,0
0.2,1,0
0.4,1,0
0.4,1,0
0.4,1,0
0.4,1,0
0.6,1,0
0.2,1,0
0.6,1,0
0.6,1,0
0.6,1,0
0.4,1,0
0.6,1,0
0.0,0,0
0.2,1,0
0.2,1,0
0.0,0,0
0.0,0,0
0.0,0,0
0.2,1,0
0.2,1,0
0.0,0,0
0.0,0,0
0.0,0,0
0.2,1,0
0.2,1,0
0.2,1,0
0.0,0,0
0.0,0,0
0.0,0,0
0.8,2,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.2,1,0
0.4,1,0
0.2,1,0
0.4,1,0
0.4,1,0
0.4,1,0
0.4,1,0
0.4,1,0
0.4,1,0
0.4,1,0
0.4,1,0
0.4,1,0
0.4,1,0
0.4,1,0
0.4,1,0
0.4,1,0
0.4,1,0
0.4,1,0
0.4,1,0
0.4,1,0
0.4,1,0
0.4,1,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.2,1,0
0.0,0,0
0.2,1,0
0.0,0,0
0.0,0,0
0.2,1,0
0.2,1,0
0.2,1,0
0.2,1,0
0.2,1,0
0.2,1,0
0.2,1,0
0.2,1,0
0.2,1,0
0.2,1,0
0.4,1,0
0.2,1,0
0.6,1,0
0.4,1,0
0.0,0,0
0.0,0,0
0.4,1,0
0.0,0,0
0.2,1,0
0.0,0,0
0.4,1,0
0.4,1,0
0.2,1,0
0.2,1,0
0.4,1,0
0.4,1,0
0.6,1,0
0.0,0,0
0.2,1,0
0.2,1,0
0.2,1,0
0.2,1,0
0.0,0,0
0.0,0,0
0.0,0,0
0.2,1,0
0.2,1,0
0.2,1,0
0.2,1,0
0.2,1,0
0.6,1,0
0.2,1,0
0.2,1,0
0.4,1,0
0.2,1,0
0.6,1,0
0.4,1,0
0.2,1,0
0.2,1,0
0.4,1,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.2,1,0
0.6,3,0
0.2,1,0
0.6,3,0
0.0,0,0
0.0,0,0
0.6,2,0
0.6,3,0
0.2,1,0
0.0,0,0
0.2,1,0
0.2,1,0
0.8,3,0
1.0,3,0
1.0,4,0
0.8,3,0
0.6,3,0
1.0,4,0
1.0,4,0
0.8,4,0
1.0,4,0
1.0,4,0
1.0,4,0
1.2,5,0
3.0,8,0
1.2,5,0
1.2,5,0
1.4,5,0
1.2,5,0
0.8,4,0
0.6,3,0
0.6,3,0
0.6,3,0
0.6,3,0
1.2,5,0
1.0,5,0
1.0,4,0
